index,Country,Human Development Index (HDI),Life expectancy at birth,Expected years of schooling,Mean years of schooling,Gross national income (GNI) per capita,HDI rank,Gender Development Index,GDI Group,HDI Female,HDI Male,Life expectancy at birth Female,Life expectancy at birth Male,Expected years of schooling Female,Expected years of schooling Male,Mean years of schooling Female,Mean years of schooling Male,Estimated  gross national income per capita,GNI Male,Youth literacy rate Female,Youth literacy rate Male,Population with at least some secondary education,Pre-primary,Primary,Secondary,Tertiary,Primary school dropout rate,Lower secondary retention,Government expenditure on education,Exports and imports,Stock of immigrants,International student mobility,International inbound tourists,Share of internet users,Share of female internet users,Lost health expectancy,"Physicians per 10,000 people","Hospital beds per 10,000 people","Pupil–teacher ratio, primary school",Primary schools with access to the Internet,Secondary schools with access to the Internet,PISA Reading,PISA Math,PISA Science,Share of vulnerable employment,Share of rural population with access to electricity,Share of population with safe drinking water,Share of population with sanitation services,Male to female births,Gender enrolment ratio pre-primary,Gender enrolment ratio primary,Gender enrolment ratio secondary,Youth unemployment rate gender ratio,At least some secondary education gender ratio,Total unemployment rate gender ratio,Share of female employment in nonagriculture,Share of seats held by women in parliament,Share of seats held by women in local government,Share of hour women spent on unpaid domestic chores and care work,Time spent on unpaid domestic chores and care work gender ratio,Old-age pension recipients gender ratio,Share of women married by age 18,Share of female in STEM tertiary education programs,Share of female STEM tertiary education graduates,Female share of employment in senior and middle management,Women with account at financial institution or with mobile money-service provider,Days of mandatory paid maternity leave,Share of violence against women ever experienced by intimate partner,Share of violence against women ever experienced by nonintimate partner,Share of skilled labour force,Ratio of education and health expenditure to military expenditure,Gender Inequality Index,GII Rank,Maternal mortality ratio,Adolescent birth rate,Share of seats in parliament held by women,Share at least some secondary education Female,Share at least some secondary education Male,Labour force participation rate Female,Labour force participation rate Male
9681115,Medium human development,0.631,69.29956826297325,11.548075210301851,6.3124994777818975,6153.405976849203,—,0.835137826743544,—,0.567034178136794,0.6789707758153314,70.82605837224197,67.87974960596549,11.701263996963432,11.41656419778177,5.32311538427954,8.05897813493439,2529.9944120187984,9597.514833574858,87.8606252582724,91.19364932951825,39.52947809050859,29.034584424865063,109.93910824562435,69.90343775971597,23.725769322542543,17.160498267311585,92.77819045833091,3.6390157685715936,46.10133739450412,0.7954242001549771,-1.1941922919701606,70758.79999999999,30.896286069062196,..,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.983020792550917,3.104301201091821,0.501,—,161.48481599909599,34.614922553318245,20.352364159510195,30.13722224536853,46.316406901507,28.34440678582001,77.11454796612014
9681116,Medium human development,0.631,69.29956826297325,11.548075210301851,6.3124994777818975,6153.405976849203,—,0.835137826743544,—,0.567034178136794,0.6789707758153314,70.82605837224197,67.87974960596549,11.701263996963432,11.41656419778177,5.32311538427954,8.05897813493439,2529.9944120187984,9597.514833574858,87.8606252582724,91.19364932951825,39.52947809050859,29.034584424865063,109.93910824562435,69.90343775971597,23.725769322542543,17.160498267311585,92.77819045833091,3.6390157685715936,46.10133739450412,0.7954242001549771,-1.1941922919701606,70758.79999999999,30.896286069062196,..,,,,,,,,,,,,,,,,,,,,,,,,,,,28.227320551129832,25.190815179392064,42.08641992075561,13.80162873995655,59.29302075808165,93.97142857142856,30.50858570270485,..,,,0.501,—,161.48481599909599,34.614922553318245,20.352364159510195,30.13722224536853,46.316406901507,28.34440678582001,77.11454796612014
9681117,Medium human development,0.631,69.29956826297325,11.548075210301851,6.3124994777818975,6153.405976849203,—,0.835137826743544,—,0.567034178136794,0.6789707758153314,70.82605837224197,67.87974960596549,11.701263996963432,11.41656419778177,5.32311538427954,8.05897813493439,2529.9944120187984,9597.514833574858,87.8606252582724,91.19364932951825,39.52947809050859,29.034584424865063,109.93910824562435,69.90343775971597,23.725769322542543,17.160498267311585,92.77819045833091,3.6390157685715936,46.10133739450412,0.7954242001549771,-1.1941922919701606,70758.79999999999,30.896286069062196,..,,,,,,,,,,,,,,,,,,,,,,,,,,,28.227320551129832,25.190815179392064,42.08641992075561,13.80162873995655,59.29302075808165,93.97142857142856,30.50858570270485,..,23.983020792550917,3.104301201091821,0.501,—,161.48481599909599,34.614922553318245,20.352364159510195,30.13722224536853,46.316406901507,28.34440678582001,77.11454796612014
9681118,Medium human development,0.631,69.29956826297325,11.548075210301851,6.3124994777818975,6153.405976849203,—,0.835137826743544,—,0.567034178136794,0.6789707758153314,70.82605837224197,67.87974960596549,11.701263996963432,11.41656419778177,5.32311538427954,8.05897813493439,2529.9944120187984,9597.514833574858,87.8606252582724,91.19364932951825,39.52947809050859,29.034584424865063,109.93910824562435,69.90343775971597,23.725769322542543,17.160498267311585,92.77819045833091,3.6390157685715936,46.10133739450412,0.7954242001549771,-1.1941922919701606,70758.79999999999,30.896286069062196,..,,,,,,,,,,,,,,1.0806622814295679,0.9501397388426359,1.0648319966248214,1.0193271379187638,1.1213554416824243,0.6510932704695527,1.1531920831819598,20.9853690855571,20.352364159510195,—,—,—,..,,,,,,,,,,,0.501,—,161.48481599909599,34.614922553318245,20.352364159510195,30.13722224536853,46.316406901507,28.34440678582001,77.11454796612014
9681119,Medium human development,0.631,69.29956826297325,11.548075210301851,6.3124994777818975,6153.405976849203,—,0.835137826743544,—,0.567034178136794,0.6789707758153314,70.82605837224197,67.87974960596549,11.701263996963432,11.41656419778177,5.32311538427954,8.05897813493439,2529.9944120187984,9597.514833574858,87.8606252582724,91.19364932951825,39.52947809050859,29.034584424865063,109.93910824562435,69.90343775971597,23.725769322542543,17.160498267311585,92.77819045833091,3.6390157685715936,46.10133739450412,0.7954242001549771,-1.1941922919701606,70758.79999999999,30.896286069062196,..,,,,,,,,,,,,,,1.0806622814295679,0.9501397388426359,1.0648319966248214,1.0193271379187638,1.1213554416824243,0.6510932704695527,1.1531920831819598,20.9853690855571,20.352364159510195,—,—,—,..,,,,,,,,,23.983020792550917,3.104301201091821,0.501,—,161.48481599909599,34.614922553318245,20.352364159510195,30.13722224536853,46.316406901507,28.34440678582001,77.11454796612014
9681120,Medium human development,0.631,69.29956826297325,11.548075210301851,6.3124994777818975,6153.405976849203,—,0.835137826743544,—,0.567034178136794,0.6789707758153314,70.82605837224197,67.87974960596549,11.701263996963432,11.41656419778177,5.32311538427954,8.05897813493439,2529.9944120187984,9597.514833574858,87.8606252582724,91.19364932951825,39.52947809050859,29.034584424865063,109.93910824562435,69.90343775971597,23.725769322542543,17.160498267311585,92.77819045833091,3.6390157685715936,46.10133739450412,0.7954242001549771,-1.1941922919701606,70758.79999999999,30.896286069062196,..,,,,,,,,,,,,,,1.0806622814295679,0.9501397388426359,1.0648319966248214,1.0193271379187638,1.1213554416824243,0.6510932704695527,1.1531920831819598,20.9853690855571,20.352364159510195,—,—,—,..,28.227320551129832,25.190815179392064,42.08641992075561,13.80162873995655,59.29302075808165,93.97142857142856,30.50858570270485,..,,,0.501,—,161.48481599909599,34.614922553318245,20.352364159510195,30.13722224536853,46.316406901507,28.34440678582001,77.11454796612014
9681121,Medium human development,0.631,69.29956826297325,11.548075210301851,6.3124994777818975,6153.405976849203,—,0.835137826743544,—,0.567034178136794,0.6789707758153314,70.82605837224197,67.87974960596549,11.701263996963432,11.41656419778177,5.32311538427954,8.05897813493439,2529.9944120187984,9597.514833574858,87.8606252582724,91.19364932951825,39.52947809050859,29.034584424865063,109.93910824562435,69.90343775971597,23.725769322542543,17.160498267311585,92.77819045833091,3.6390157685715936,46.10133739450412,0.7954242001549771,-1.1941922919701606,70758.79999999999,30.896286069062196,..,,,,,,,,,,,,,,1.0806622814295679,0.9501397388426359,1.0648319966248214,1.0193271379187638,1.1213554416824243,0.6510932704695527,1.1531920831819598,20.9853690855571,20.352364159510195,—,—,—,..,28.227320551129832,25.190815179392064,42.08641992075561,13.80162873995655,59.29302075808165,93.97142857142856,30.50858570270485,..,23.983020792550917,3.104301201091821,0.501,—,161.48481599909599,34.614922553318245,20.352364159510195,30.13722224536853,46.316406901507,28.34440678582001,77.11454796612014
9681122,Medium human development,0.631,69.29956826297325,11.548075210301851,6.3124994777818975,6153.405976849203,—,0.835137826743544,—,0.567034178136794,0.6789707758153314,70.82605837224197,67.87974960596549,11.701263996963432,11.41656419778177,5.32311538427954,8.05897813493439,2529.9944120187984,9597.514833574858,87.8606252582724,91.19364932951825,39.52947809050859,29.034584424865063,109.93910824562435,69.90343775971597,23.725769322542543,17.160498267311585,92.77819045833091,3.6390157685715936,46.10133739450412,0.7954242001549771,-1.1941922919701606,70758.79999999999,30.896286069062196,..,13.921333318599915,7.866127727136421,7.032535698620466,31.971334914235293,—,—,—,—,—,67.04158098522718,83.48241546464577,..,..,,,,,,,,,,,,,,,,,,,,,,,,0.501,—,161.48481599909599,34.614922553318245,20.352364159510195,30.13722224536853,46.316406901507,28.34440678582001,77.11454796612014
9681123,Medium human development,0.631,69.29956826297325,11.548075210301851,6.3124994777818975,6153.405976849203,—,0.835137826743544,—,0.567034178136794,0.6789707758153314,70.82605837224197,67.87974960596549,11.701263996963432,11.41656419778177,5.32311538427954,8.05897813493439,2529.9944120187984,9597.514833574858,87.8606252582724,91.19364932951825,39.52947809050859,29.034584424865063,109.93910824562435,69.90343775971597,23.725769322542543,17.160498267311585,92.77819045833091,3.6390157685715936,46.10133739450412,0.7954242001549771,-1.1941922919701606,70758.79999999999,30.896286069062196,..,13.921333318599915,7.866127727136421,7.032535698620466,31.971334914235293,—,—,—,—,—,67.04158098522718,83.48241546464577,..,..,,,,,,,,,,,,,,,,,,,,,,23.983020792550917,3.104301201091821,0.501,—,161.48481599909599,34.614922553318245,20.352364159510195,30.13722224536853,46.316406901507,28.34440678582001,77.11454796612014
9681124,Medium human development,0.631,69.29956826297325,11.548075210301851,6.3124994777818975,6153.405976849203,—,0.835137826743544,—,0.567034178136794,0.6789707758153314,70.82605837224197,67.87974960596549,11.701263996963432,11.41656419778177,5.32311538427954,8.05897813493439,2529.9944120187984,9597.514833574858,87.8606252582724,91.19364932951825,39.52947809050859,29.034584424865063,109.93910824562435,69.90343775971597,23.725769322542543,17.160498267311585,92.77819045833091,3.6390157685715936,46.10133739450412,0.7954242001549771,-1.1941922919701606,70758.79999999999,30.896286069062196,..,13.921333318599915,7.866127727136421,7.032535698620466,31.971334914235293,—,—,—,—,—,67.04158098522718,83.48241546464577,..,..,,,,,,,,,,,,,,28.227320551129832,25.190815179392064,42.08641992075561,13.80162873995655,59.29302075808165,93.97142857142856,30.50858570270485,..,,,0.501,—,161.48481599909599,34.614922553318245,20.352364159510195,30.13722224536853,46.316406901507,28.34440678582001,77.11454796612014
9681125,Medium human development,0.631,69.29956826297325,11.548075210301851,6.3124994777818975,6153.405976849203,—,0.835137826743544,—,0.567034178136794,0.6789707758153314,70.82605837224197,67.87974960596549,11.701263996963432,11.41656419778177,5.32311538427954,8.05897813493439,2529.9944120187984,9597.514833574858,87.8606252582724,91.19364932951825,39.52947809050859,29.034584424865063,109.93910824562435,69.90343775971597,23.725769322542543,17.160498267311585,92.77819045833091,3.6390157685715936,46.10133739450412,0.7954242001549771,-1.1941922919701606,70758.79999999999,30.896286069062196,..,13.921333318599915,7.866127727136421,7.032535698620466,31.971334914235293,—,—,—,—,—,67.04158098522718,83.48241546464577,..,..,,,,,,,,,,,,,,28.227320551129832,25.190815179392064,42.08641992075561,13.80162873995655,59.29302075808165,93.97142857142856,30.50858570270485,..,23.983020792550917,3.104301201091821,0.501,—,161.48481599909599,34.614922553318245,20.352364159510195,30.13722224536853,46.316406901507,28.34440678582001,77.11454796612014
9681126,Medium human development,0.631,69.29956826297325,11.548075210301851,6.3124994777818975,6153.405976849203,—,0.835137826743544,—,0.567034178136794,0.6789707758153314,70.82605837224197,67.87974960596549,11.701263996963432,11.41656419778177,5.32311538427954,8.05897813493439,2529.9944120187984,9597.514833574858,87.8606252582724,91.19364932951825,39.52947809050859,29.034584424865063,109.93910824562435,69.90343775971597,23.725769322542543,17.160498267311585,92.77819045833091,3.6390157685715936,46.10133739450412,0.7954242001549771,-1.1941922919701606,70758.79999999999,30.896286069062196,..,13.921333318599915,7.866127727136421,7.032535698620466,31.971334914235293,—,—,—,—,—,67.04158098522718,83.48241546464577,..,..,1.0806622814295679,0.9501397388426359,1.0648319966248214,1.0193271379187638,1.1213554416824243,0.6510932704695527,1.1531920831819598,20.9853690855571,20.352364159510195,—,—,—,..,,,,,,,,,,,0.501,—,161.48481599909599,34.614922553318245,20.352364159510195,30.13722224536853,46.316406901507,28.34440678582001,77.11454796612014
9681127,Medium human development,0.631,69.29956826297325,11.548075210301851,6.3124994777818975,6153.405976849203,—,0.835137826743544,—,0.567034178136794,0.6789707758153314,70.82605837224197,67.87974960596549,11.701263996963432,11.41656419778177,5.32311538427954,8.05897813493439,2529.9944120187984,9597.514833574858,87.8606252582724,91.19364932951825,39.52947809050859,29.034584424865063,109.93910824562435,69.90343775971597,23.725769322542543,17.160498267311585,92.77819045833091,3.6390157685715936,46.10133739450412,0.7954242001549771,-1.1941922919701606,70758.79999999999,30.896286069062196,..,13.921333318599915,7.866127727136421,7.032535698620466,31.971334914235293,—,—,—,—,—,67.04158098522718,83.48241546464577,..,..,1.0806622814295679,0.9501397388426359,1.0648319966248214,1.0193271379187638,1.1213554416824243,0.6510932704695527,1.1531920831819598,20.9853690855571,20.352364159510195,—,—,—,..,,,,,,,,,23.983020792550917,3.104301201091821,0.501,—,161.48481599909599,34.614922553318245,20.352364159510195,30.13722224536853,46.316406901507,28.34440678582001,77.11454796612014
9681128,Medium human development,0.631,69.29956826297325,11.548075210301851,6.3124994777818975,6153.405976849203,—,0.835137826743544,—,0.567034178136794,0.6789707758153314,70.82605837224197,67.87974960596549,11.701263996963432,11.41656419778177,5.32311538427954,8.05897813493439,2529.9944120187984,9597.514833574858,87.8606252582724,91.19364932951825,39.52947809050859,29.034584424865063,109.93910824562435,69.90343775971597,23.725769322542543,17.160498267311585,92.77819045833091,3.6390157685715936,46.10133739450412,0.7954242001549771,-1.1941922919701606,70758.79999999999,30.896286069062196,..,13.921333318599915,7.866127727136421,7.032535698620466,31.971334914235293,—,—,—,—,—,67.04158098522718,83.48241546464577,..,..,1.0806622814295679,0.9501397388426359,1.0648319966248214,1.0193271379187638,1.1213554416824243,0.6510932704695527,1.1531920831819598,20.9853690855571,20.352364159510195,—,—,—,..,28.227320551129832,25.190815179392064,42.08641992075561,13.80162873995655,59.29302075808165,93.97142857142856,30.50858570270485,..,,,0.501,—,161.48481599909599,34.614922553318245,20.352364159510195,30.13722224536853,46.316406901507,28.34440678582001,77.11454796612014
9681129,Medium human development,0.631,69.29956826297325,11.548075210301851,6.3124994777818975,6153.405976849203,—,0.835137826743544,—,0.567034178136794,0.6789707758153314,70.82605837224197,67.87974960596549,11.701263996963432,11.41656419778177,5.32311538427954,8.05897813493439,2529.9944120187984,9597.514833574858,87.8606252582724,91.19364932951825,39.52947809050859,29.034584424865063,109.93910824562435,69.90343775971597,23.725769322542543,17.160498267311585,92.77819045833091,3.6390157685715936,46.10133739450412,0.7954242001549771,-1.1941922919701606,70758.79999999999,30.896286069062196,..,13.921333318599915,7.866127727136421,7.032535698620466,31.971334914235293,—,—,—,—,—,67.04158098522718,83.48241546464577,..,..,1.0806622814295679,0.9501397388426359,1.0648319966248214,1.0193271379187638,1.1213554416824243,0.6510932704695527,1.1531920831819598,20.9853690855571,20.352364159510195,—,—,—,..,28.227320551129832,25.190815179392064,42.08641992075561,13.80162873995655,59.29302075808165,93.97142857142856,30.50858570270485,..,23.983020792550917,3.104301201091821,0.501,—,161.48481599909599,34.614922553318245,20.352364159510195,30.13722224536853,46.316406901507,28.34440678582001,77.11454796612014
9681130,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681131,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.52563601146869,4.208145246117207,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681132,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.124853703049,..,..,..,26.273265575960774,88.24242424242425,31.59036708287159,..,,,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681133,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.124853703049,..,..,..,26.273265575960774,88.24242424242425,31.59036708287159,..,21.52563601146869,4.208145246117207,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681134,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,,,,,,,,,,,,,,,,,,,,1.0414994574702114,1.0099421536886393,0.938963656092615,0.8419112913939343,1.3244649820412457,0.5705578387224095,1.3990116058716482,44.980508072343675,22.16024340750089,—,—,—,..,,,,,,,,,,,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681135,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,,,,,,,,,,,,,,,,,,,,1.0414994574702114,1.0099421536886393,0.938963656092615,0.8419112913939343,1.3244649820412457,0.5705578387224095,1.3990116058716482,44.980508072343675,22.16024340750089,—,—,—,..,,,,,,,,,21.52563601146869,4.208145246117207,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681136,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,,,,,,,,,,,,,,,,,,,,1.0414994574702114,1.0099421536886393,0.938963656092615,0.8419112913939343,1.3244649820412457,0.5705578387224095,1.3990116058716482,44.980508072343675,22.16024340750089,—,—,—,..,39.124853703049,..,..,..,26.273265575960774,88.24242424242425,31.59036708287159,..,,,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681137,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,,,,,,,,,,,,,,,,,,,,1.0414994574702114,1.0099421536886393,0.938963656092615,0.8419112913939343,1.3244649820412457,0.5705578387224095,1.3990116058716482,44.980508072343675,22.16024340750089,—,—,—,..,39.124853703049,..,..,..,26.273265575960774,88.24242424242425,31.59036708287159,..,21.52563601146869,4.208145246117207,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681138,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,,,,,,,12.83932715622884,1.8538028383652736,5.261808842081096,41.670995276390705,—,—,—,—,—,79.11824102590748,27.19062741110263,..,..,,,,,,,,,,,,,,,,,,,,,,,,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681139,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,,,,,,,12.83932715622884,1.8538028383652736,5.261808842081096,41.670995276390705,—,—,—,—,—,79.11824102590748,27.19062741110263,..,..,,,,,,,,,,,,,,,,,,,,,,21.52563601146869,4.208145246117207,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681140,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,,,,,,,12.83932715622884,1.8538028383652736,5.261808842081096,41.670995276390705,—,—,—,—,—,79.11824102590748,27.19062741110263,..,..,,,,,,,,,,,,,,39.124853703049,..,..,..,26.273265575960774,88.24242424242425,31.59036708287159,..,,,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681141,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,,,,,,,12.83932715622884,1.8538028383652736,5.261808842081096,41.670995276390705,—,—,—,—,—,79.11824102590748,27.19062741110263,..,..,,,,,,,,,,,,,,39.124853703049,..,..,..,26.273265575960774,88.24242424242425,31.59036708287159,..,21.52563601146869,4.208145246117207,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681142,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,,,,,,,12.83932715622884,1.8538028383652736,5.261808842081096,41.670995276390705,—,—,—,—,—,79.11824102590748,27.19062741110263,..,..,1.0414994574702114,1.0099421536886393,0.938963656092615,0.8419112913939343,1.3244649820412457,0.5705578387224095,1.3990116058716482,44.980508072343675,22.16024340750089,—,—,—,..,,,,,,,,,,,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681143,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,,,,,,,12.83932715622884,1.8538028383652736,5.261808842081096,41.670995276390705,—,—,—,—,—,79.11824102590748,27.19062741110263,..,..,1.0414994574702114,1.0099421536886393,0.938963656092615,0.8419112913939343,1.3244649820412457,0.5705578387224095,1.3990116058716482,44.980508072343675,22.16024340750089,—,—,—,..,,,,,,,,,21.52563601146869,4.208145246117207,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
9681144,Low human development,0.513,61.44213085161425,9.41985003369576,4.852926424011799,2744.9834313554074,—,0.8606517329400492,—,0.47383218729923166,0.5505504365634475,63.032202425982454,59.85845626771889,8.74153569531348,10.088472806692469,3.9462295710018984,5.960162340460887,2042.752923684652,3445.919943528871,68.42578046611095,76.5960495221221,22.679545015266584,21.224408138615534,97.43260247595616,40.67754525845588,7.79300955073129,43.39815524735148,74.04454846345023,3.8058372529612785,,,,,,,12.83932715622884,1.8538028383652736,5.261808842081096,41.670995276390705,—,—,—,—,—,79.11824102590748,27.19062741110263,..,..,1.0414994574702114,1.0099421536886393,0.938963656092615,0.8419112913939343,1.3244649820412457,0.5705578387224095,1.3990116058716482,44.980508072343675,22.16024340750089,—,—,—,..,39.124853703049,..,..,..,26.273265575960774,88.24242424242425,31.59036708287159,..,,,0.592,—,571.7804468693606,102.80484242645515,22.16024340750089,17.184907190853526,30.11948311731882,57.69529713713708,72.28050941018246
